Voltage Time
1.184 0.03918600082397461
1.2000000000000002 0.039331912994384766
1.2000000000000002 0.03947091102600098
1.2000000000000002 0.03960990905761719
1.168 0.0397489070892334
1.152 0.03988790512084961
1.152 0.04002785682678223
1.2160000000000002 0.04016590118408203
1.168 0.040303945541381836
1.184 0.04044294357299805
1.184 0.04058194160461426
1.2160000000000002 0.040721893310546875
1.2160000000000002 0.040879011154174805
1.184 0.04101705551147461
1.2000000000000002 0.041153907775878906
1.168 0.04128885269165039
1.184 0.041426897048950195
1.152 0.04157090187072754
1.2160000000000002 0.041708946228027344
1.184 0.041890859603881836
1.2000000000000002 0.04202699661254883
1.184 0.042163848876953125
1.2000000000000002 0.04230189323425293
1.184 0.04250502586364746
1.168 0.042665958404541016
1.2160000000000002 0.0428009033203125
1.168 0.0429379940032959
1.168 0.0430760383605957
1.168 0.043212890625
1.2000000000000002 0.04334902763366699
1.168 0.04348301887512207
1.184 0.04361987113952637
1.2160000000000002 0.04376101493835449
1.168 0.043898820877075195
1.184 0.04403996467590332
1.2160000000000002 0.04418802261352539
1.2160000000000002 0.04432487487792969
1.184 0.044461965560913086
1.184 0.04459786415100098
1.168 0.044734954833984375
1.2000000000000002 0.04490399360656738
1.168 0.04504203796386719
1.184 0.04518389701843262
1.184 0.045320987701416016
1.2000000000000002 0.045456886291503906
1.2000000000000002 0.04561185836791992
1.168 0.045747995376586914
1.168 0.045883893966674805
1.184 0.04603385925292969
1.168 0.046176910400390625
1.168 0.046315908432006836
1.184 0.04645705223083496
1.2000000000000002 0.04659700393676758
1.168 0.04673504829406738
1.2000000000000002 0.046875
1.152 0.04701995849609375
1.152 0.04715895652770996
1.2160000000000002 0.047297000885009766
1.2160000000000002 0.04743504524230957
1.152 0.04757499694824219
1.168 0.047711849212646484
1.2000000000000002 0.04784989356994629
1.2000000000000002 0.0479888916015625
1.168 0.0481259822845459
1.2160000000000002 0.04826498031616211
1.184 0.04840397834777832
1.152 0.04854297637939453
1.168 0.048681020736694336
1.152 0.04884600639343262
1.2000000000000002 0.048989057540893555
1.184 0.04912686347961426
1.152 0.04926800727844238
1.2160000000000002 0.049407005310058594
1.2160000000000002 0.04955101013183594
1.168 0.04970884323120117
1.2000000000000002 0.04986000061035156
1.184 0.050015926361083984
1.184 0.05017995834350586
1.2160000000000002 0.05033087730407715
1.184 0.0504908561706543
1.2000000000000002 0.05064082145690918
1.152 0.050789833068847656
1.2320000000000002 0.05094194412231445
1.184 0.05109095573425293
1.2160000000000002 0.05123591423034668
1.184 0.05137491226196289
1.152 0.05151200294494629
1.2000000000000002 0.051651954650878906
1.2160000000000002 0.051789045333862305
1.2160000000000002 0.05192685127258301
1.2000000000000002 0.05206298828125
1.2160000000000002 0.05220794677734375
1.2000000000000002 0.05234503746032715
1.152 0.05248284339904785
1.184 0.05261993408203125
1.168 0.052757978439331055
1.184 0.05292987823486328
1.152 0.05306601524353027
1.184 0.05320286750793457
1.2000000000000002 0.05334186553955078
1.2000000000000002 0.05347895622253418
1.2000000000000002 0.05361485481262207
1.184 0.053758859634399414
1.168 0.05389595031738281
1.2160000000000002 0.05403399467468262
1.152 0.054170846939086914
1.2000000000000002 0.05430889129638672
1.184 0.05444598197937012
1.184 0.05458498001098633
1.184 0.05472397804260254
1.2160000000000002 0.054862022399902344
1.184 0.05499982833862305
1.184 0.055136919021606445
1.2160000000000002 0.05527496337890625
1.2320000000000002 0.05541491508483887
1.2160000000000002 0.05555295944213867
1.2160000000000002 0.05579996109008789
1.184 0.05596303939819336
1.2000000000000002 0.056099891662597656
1.2000000000000002 0.05623793601989746
1.184 0.05637502670288086
1.2160000000000002 0.05651497840881348
1.2320000000000002 0.05665183067321777
1.168 0.05678987503051758
1.184 0.05695199966430664
1.168 0.057090044021606445
1.168 0.057229042053222656
1.2160000000000002 0.05736684799194336
1.2000000000000002 0.05750298500061035
1.184 0.057641029357910156
1.168 0.0577850341796875
1.168 0.0579218864440918
1.168 0.058058977127075195
1.2160000000000002 0.058194875717163086
1.2000000000000002 0.058331966400146484
1.2160000000000002 0.058467864990234375
1.2160000000000002 0.05860304832458496
1.152 0.05873894691467285
1.168 0.058873891830444336
1.2000000000000002 0.05901002883911133
1.2160000000000002 0.05914497375488281
1.2160000000000002 0.0592799186706543
1.184 0.059417009353637695
1.184 0.05955386161804199
1.168 0.05969095230102539
1.2160000000000002 0.05982685089111328
1.2000000000000002 0.05996298789978027
1.152 0.06009793281555176
1.184 0.06023287773132324
1.168 0.060369014739990234
1.2160000000000002 0.060504913330078125
1.2320000000000002 0.06064105033874512
1.184 0.060777902603149414
1.2160000000000002 0.06093192100524902
1.2320000000000002 0.061068058013916016
1.184 0.06120491027832031
1.168 0.0613398551940918
1.2160000000000002 0.061473846435546875
1.2160000000000002 0.06160998344421387
1.2000000000000002 0.06174492835998535
1.152 0.06187891960144043
1.184 0.06201291084289551
1.2000000000000002 0.06215405464172363
1.184 0.06228899955749512
1.2000000000000002 0.0624239444732666
1.2000000000000002 0.06256103515625
1.2160000000000002 0.0626988410949707
1.168 0.06283903121948242
1.2000000000000002 0.06297492980957031
1.184 0.0631108283996582
1.2160000000000002 0.0632479190826416
1.152 0.063385009765625
1.2160000000000002 0.06352400779724121
1.168 0.06366205215454102
1.184 0.06379985809326172
1.152 0.06393790245056152
1.2000000000000002 0.06407499313354492
1.2160000000000002 0.0642099380493164
1.2160000000000002 0.06434488296508789
1.2160000000000002 0.06448101997375488
1.2000000000000002 0.06461691856384277
1.2320000000000002 0.06475305557250977
1.2160000000000002 0.06490588188171387
1.168 0.06504297256469727
1.2160000000000002 0.06517887115478516
1.184 0.06531596183776855
1.2000000000000002 0.06545305252075195
1.2160000000000002 0.06558895111083984
1.2000000000000002 0.06572604179382324
1.2000000000000002 0.06586098670959473
1.184 0.06599903106689453
1.168 0.06613492965698242
1.184 0.06627202033996582
1.2000000000000002 0.06640791893005371
1.184 0.06654191017150879
1.2160000000000002 0.06667900085449219
1.152 0.0668189525604248
1.2320000000000002 0.06695795059204102
1.184 0.06710505485534668
1.152 0.06724190711975098
1.184 0.06737995147705078
1.184 0.06751585006713867
1.184 0.06765103340148926
1.152 0.06778693199157715
1.184 0.06792187690734863
1.2000000000000002 0.06805801391601562
1.184 0.06819391250610352
1.152 0.06833386421203613
1.184 0.06847000122070312
1.168 0.06860804557800293
1.184 0.06874704360961914
1.2160000000000002 0.06892895698547363
1.184 0.06907105445861816
1.168 0.06921100616455078
1.168 0.0693519115447998
1.2160000000000002 0.06960892677307129
1.168 0.06977486610412598
1.2160000000000002 0.06991386413574219
1.2000000000000002 0.07005786895751953
1.168 0.07020092010498047
1.168 0.07034492492675781
1.2000000000000002 0.07048892974853516
1.168 0.07063102722167969
1.2000000000000002 0.07077693939208984
1.184 0.07091903686523438
1.168 0.07105898857116699
1.2160000000000002 0.07122683525085449
1.184 0.07137894630432129
1.184 0.0715169906616211
1.184 0.0716550350189209
1.184 0.07179903984069824
1.2160000000000002 0.07193994522094727
1.2000000000000002 0.07208704948425293
1.184 0.07223391532897949
1.2320000000000002 0.07237696647644043
1.2000000000000002 0.07252287864685059
1.2160000000000002 0.07266783714294434
1.152 0.07284188270568848
1.184 0.07303500175476074
1.184 0.0731809139251709
1.168 0.07332396507263184
1.184 0.0734720230102539
1.2160000000000002 0.07361698150634766
1.2000000000000002 0.07376384735107422
1.184 0.07389998435974121
1.2160000000000002 0.0740349292755127
1.2000000000000002 0.07417082786560059
1.168 0.07430791854858398
1.2000000000000002 0.07444500923156738
1.152 0.07458305358886719
1.2160000000000002 0.07471990585327148
1.2000000000000002 0.07485699653625488
1.184 0.07499098777770996
1.168 0.07513689994812012
1.2000000000000002 0.07528996467590332
1.2160000000000002 0.07544684410095215
1.184 0.07560300827026367
1.168 0.07576298713684082
1.184 0.07591485977172852
1.2000000000000002 0.0760648250579834
1.2000000000000002 0.07622194290161133
1.2000000000000002 0.0763700008392334
1.2000000000000002 0.07651805877685547
1.2160000000000002 0.07666397094726562
1.184 0.07685184478759766
1.2000000000000002 0.07700204849243164
1.152 0.0771489143371582
1.2000000000000002 0.07729601860046387
1.2160000000000002 0.07744288444519043
1.184 0.0775899887084961
1.168 0.07773900032043457
1.2160000000000002 0.07788586616516113
1.184 0.0780329704284668
1.184 0.07818102836608887
1.2000000000000002 0.07832884788513184
1.2000000000000002 0.07847905158996582
1.168 0.07861495018005371
1.2160000000000002 0.07874894142150879
1.184 0.07888603210449219
1.168 0.07902193069458008
1.2000000000000002 0.07915902137756348
1.168 0.07929396629333496
1.2000000000000002 0.07942986488342285
1.2160000000000002 0.07956695556640625
1.184 0.07970285415649414
1.184 0.07983899116516113
1.2160000000000002 0.07997584342956543
1.2000000000000002 0.08011198043823242
1.2320000000000002 0.08024787902832031
1.152 0.0803828239440918
1.168 0.08051896095275879
1.184 0.08065390586853027
1.168 0.08079004287719727
1.2000000000000002 0.08095097541809082
1.184 0.0810859203338623
1.168 0.08122396469116211
1.184 0.08136391639709473
1.152 0.08150100708007812
1.2000000000000002 0.08163905143737793
1.168 0.08177399635314941
1.168 0.0819098949432373
1.184 0.0820469856262207
1.168 0.0821828842163086
1.168 0.08231997489929199
1.2000000000000002 0.08245587348937988
1.2000000000000002 0.08259201049804688
1.2000000000000002 0.08272790908813477
1.168 0.08286499977111816
1.2000000000000002 0.08300185203552246
1.184 0.08313584327697754
1.2000000000000002 0.08327198028564453
1.2320000000000002 0.08341002464294434
1.2320000000000002 0.08365583419799805
1.152 0.08381485939025879
1.184 0.08395099639892578
1.168 0.08408784866333008
1.2160000000000002 0.08422589302062988
1.168 0.08436393737792969
1.2000000000000002 0.08449983596801758
1.2160000000000002 0.08463692665100098
1.2320000000000002 0.08477592468261719
1.184 0.08492803573608398
1.2000000000000002 0.0850679874420166
1.2320000000000002 0.08521795272827148
1.2000000000000002 0.08535289764404297
1.2000000000000002 0.08548688888549805
1.2000000000000002 0.08562183380126953
1.2000000000000002 0.08575797080993652
